序号,学校代码,学校名称,评选结果,排名百分比
1,10384,厦门大学,A+,前2%或前2名
2,10423,中国海洋大学,A+,前2%或前2名
3,10247,同济大学,B+,10%～20%
4,10558,中山大学,B+,10%～20%
5,10340,浙江海洋大学,B,20%～30%
6,10491,中国地质大学,B,20%～30%
7,10264,上海海洋大学,B-,30%～40%
8,10335,浙江大学,B-,30%～40%
9,10284,南京大学,C+,40%～50%
10,10294,河海大学,C+,40%～50%
11,10566,广东海洋大学,C+,40%～50%
12,10158,大连海洋大学,C,50%～60%
13,10213,哈尔滨工业大学,C,50%～60%
14,10269,华东师范大学,C-,60%～70%
15,90006,解放军理工大学,C-,60%～70%
